iter	Logloss
117	0.3873693517
118	0.3868571448
119	0.3865830389
120	0.3863654116
121	0.3861790395
122	0.3857810842
123	0.3855505266
124	0.3852674896
125	0.384338927
126	0.3837388466
127	0.383538208
128	0.3830111004
129	0.3826994548
130	0.3821283019
131	0.381630512
132	0.3814002385
133	0.3811590406
134	0.3807445999
135	0.380293727
136	0.3800468779
137	0.3797746857
138	0.379496609
139	0.3792959817
140	0.3785960942
141	0.3781911395
142	0.3778762684
143	0.3775058766
144	0.3772958939
145	0.3771335896
146	0.3768903243
147	0.3766750979
148	0.3765473832
149	0.3762703006
150	0.3755263533
151	0.375218352
152	0.3749905906
153	0.3748304113
154	0.3746059248
155	0.3738852584
156	0.3735349664
157	0.3731823656
158	0.3727916166
159	0.3726396327
160	0.3724244647
161	0.3722799691
162	0.3720320753
163	0.371901208
164	0.3717097549
165	0.3715141976
166	0.3713552631
167	0.3711202486
168	0.3707395853
169	0.3705282557
170	0.3703542374
171	0.3701845273
172	0.3696604374
173	0.3694864078
174	0.3688461761
175	0.3684074197
176	0.368148696
177	0.3680004107
178	0.367667827
179	0.3674568744
180	0.3672311057
181	0.3668355979
182	0.366511936
183	0.3663245551
184	0.366094038
185	0.3658546537
186	0.3655488554
187	0.3652076253
188	0.3650305101
189	0.3648755102
190	0.3647194849
191	0.364464245
192	0.364133024
193	0.3636426912
194	0.3634647752
195	0.3631879316
196	0.362978576
197	0.3628276939
198	0.362382325
199	0.3621764433
200	0.3618181723
201	0.3611955271
202	0.3610245156
203	0.360828725
204	0.3605258083
205	0.3601990785
206	0.3600808772
207	0.3598503517
208	0.359666665
209	0.3592995904
210	0.3591950227
211	0.3585470194
212	0.3583139132
213	0.3581293305
214	0.3578755449
215	0.3576488729
216	0.3574478165
217	0.3573024176
218	0.3569881463
219	0.356736667
220	0.3565010538
221	0.3562342387
222	0.3561211789
223	0.3557669314
224	0.3555996055
225	0.3554359587
226	0.3552489792
227	0.3551041889
228	0.3547082865
229	0.35419315
230	0.3539956204
231	0.3538347152
232	0.3535999262
233	0.3533927845
234	0.3532742214
235	0.3530798254
236	0.3529202123
237	0.3527341475
238	0.3525858142
239	0.3524666999
240	0.352291987
241	0.3520625712
242	0.3519520374
243	0.3518413558
244	0.3516050712
245	0.3513702404
246	0.3510940773
247	0.3509419702
248	0.3506552913
249	0.3505447357
250	0.3503096891
251	0.3500593512
252	0.349777127
253	0.3496299588
254	0.3494601557
255	0.3493155584
256	0.3491736305
257	0.3490445392
258	0.3488601348
259	0.3486811263
260	0.3484518405
261	0.348175094
262	0.348023781
263	0.3477904155
264	0.3476438439
265	0.347538892
266	0.347286179
267	0.3471161558
268	0.3467858646
269	0.3465263646
270	0.3461952937
271	0.3460261601
272	0.3458686947
273	0.3456615327
274	0.3454907284
275	0.3452649823
276	0.3450956308
277	0.3446497843
278	0.3443884685
279	0.3440678539
280	0.3439280412
281	0.3436665165
282	0.3434227019
283	0.3432621308
284	0.3431072166
285	0.3427878605
286	0.3425002488
287	0.3423423193
288	0.3421088055
289	0.3419257332
290	0.3417852619
291	0.3415996549
292	0.3414626245
293	0.3413976391
294	0.34117538
295	0.340941945
296	0.3408097749
297	0.3406953149
298	0.3404347942
299	0.3401668815
300	0.3399562847
301	0.3396697536
302	0.3393600339
303	0.3392777995
304	0.3390105611
305	0.3388148607
306	0.3386612502
307	0.3385304758
308	0.3382864528
309	0.3378287577
310	0.3375794235
311	0.3374680956
312	0.3373399576
313	0.3371540318
314	0.3369505405
315	0.3366027422
316	0.3364669117
317	0.3362486731
318	0.3361108254
319	0.3358418563
320	0.3355089052
321	0.3353546006
322	0.3351468509
323	0.3350200672
324	0.3347600357
325	0.3344185808
326	0.3340862111
327	0.3339181781
328	0.3337739153
329	0.3335721512
330	0.3333581063
331	0.3331982191
332	0.333057293
333	0.3328227529
334	0.3326022983
335	0.3323972015
336	0.332035033
337	0.3317858495
338	0.3315879822
339	0.3313527649
340	0.3311087737
341	0.3309475979
342	0.3307988272
343	0.3306410558
344	0.3305123501
345	0.3301742324
346	0.3299218033
347	0.3296587587
348	0.3294507139
349	0.3292534972
350	0.3291523237
351	0.3290086837
352	0.3287515236
353	0.3285828707
354	0.3283124343
355	0.3281796314
356	0.3280421064
357	0.3279022055
358	0.3275870132
359	0.3274343537
360	0.3272472363
361	0.3270587396
362	0.3269170275
363	0.3267137081
364	0.326486699
365	0.3262274634
366	0.326092599
367	0.3259913281
368	0.325802222
369	0.3255670131
370	0.3254431164
371	0.3252123206
372	0.3250482259
373	0.32475325
374	0.3245394127
375	0.3243144587
376	0.3241245941
377	0.3238450701
378	0.3237111957
379	0.3234330075
380	0.3231881916
381	0.3230419886
382	0.3229881744
383	0.3227559383
384	0.3225104425
385	0.3223504801
386	0.322127252
387	0.3219478446
388	0.3216738779
389	0.3215215836
390	0.3213718441
391	0.321179968
392	0.321008338
393	0.3207511344
394	0.3205227734
395	0.3203870377
396	0.3201237655
397	0.3199499005
398	0.3198278201
399	0.3197584478
400	0.3195334339
401	0.3192876306
402	0.3191664913
403	0.3190859444
404	0.3188634331
405	0.3186741633
406	0.3184965764
407	0.3184324888
408	0.318302856
409	0.3181808467
410	0.317959972
411	0.3178271204
412	0.3175765248
413	0.3173563535
414	0.3171072222
415	0.3169821864
416	0.3167985873
417	0.3165940758
418	0.3163558471
419	0.316102663
420	0.3158903627
421	0.3156565616
422	0.3154569146
423	0.3152699001
424	0.3150870663
425	0.3148628638
426	0.3146793835
427	0.3144309298
428	0.3142368943
429	0.3140542784
430	0.3138349423
431	0.3136274399
432	0.3134827447
433	0.3133490274
434	0.3130908142
435	0.3130106447
436	0.3129033769
437	0.3126478307
438	0.3124927997
439	0.3122676392
440	0.3120257912
441	0.3118219076
442	0.3116503254
443	0.3114925483
444	0.3113192842
445	0.3112158042
446	0.3110047084
447	0.3108901242
448	0.3105596707
449	0.3103647505
450	0.3102183155
451	0.3100198423
452	0.3098751307
453	0.3095595833
454	0.3093060409
455	0.3091417822
456	0.308949488
457	0.3088314354
458	0.3086937533
459	0.3085154635
460	0.3082719872
461	0.3081597445
462	0.3079972446
463	0.3078429178
464	0.3077245645
465	0.3074061683
466	0.3072206647
467	0.3070181445
468	0.3068122747
469	0.306622282
470	0.3064122409
471	0.3062862675
472	0.3062222419
473	0.306047756
474	0.3058058588
475	0.3056845003
476	0.3055221846
477	0.3053767656
478	0.3052425676
479	0.305170655
480	0.3051026291
481	0.3049509661
482	0.3047675458
483	0.3044344346
484	0.3042150685
485	0.3040227214
486	0.3037324868
487	0.3035239801
488	0.303338115
489	0.3032040848
490	0.3031391214
491	0.3030002705
492	0.3028123338
493	0.3026955872
494	0.3024944129
495	0.3022999742
496	0.3020874788
497	0.3019387584
498	0.3017532542
499	0.3016203196
500	0.3015199934
501	0.3013465075
502	0.3011722198
503	0.3009019359
504	0.3007953816
505	0.3006182469
506	0.3004986954
507	0.3003715718
508	0.3002403702
509	0.3000223433
510	0.299909485
511	0.2997603204
512	0.2996409311
513	0.2994705218
514	0.2993576823
515	0.299197039
516	0.2990567858
517	0.299026661
518	0.2988432555
519	0.2987366019
520	0.2984733373
521	0.2984006461
522	0.2982298653
523	0.2980806622
524	0.2979537694
525	0.2978086935
526	0.2976644156
527	0.2975644019
528	0.2974443143
529	0.2972792202
530	0.2972488799
531	0.2971317966
532	0.296995388
533	0.2966937393
534	0.2965721386
535	0.2964374383
536	0.2962372613
537	0.2960075064
538	0.2959190736
539	0.2956512773
540	0.2954240716
541	0.2953292246
542	0.2951981256
543	0.2951016984
544	0.2949240309
545	0.2948140336
546	0.2947053467
547	0.2946023506
548	0.2944266826
549	0.2942779169
550	0.2941015456
551	0.2939628919
552	0.2937653695
553	0.2935674586
554	0.2933803427
555	0.2932366175
556	0.2930295626
557	0.2928343583
558	0.292693498
559	0.2924482219
560	0.2922678175
561	0.2920638565
562	0.2918747054
563	0.2916612637
564	0.2915782767
565	0.2914002407
566	0.2912161346
567	0.291080808
568	0.2909536029
569	0.2908285
570	0.2906874864
571	0.2905509894
572	0.290324131
573	0.2902662366
574	0.2901752128
575	0.2900884328
576	0.2899133871
577	0.289785139
578	0.2895216137
579	0.2893971028
580	0.2892552296
581	0.2891632628
582	0.2890792566
583	0.2889929576
584	0.2889159497
585	0.2887441448
586	0.2886098146
587	0.2884226843
588	0.2882335813
589	0.2880773303
590	0.2878952486
591	0.2878515498
592	0.2877242476
593	0.2876063289
594	0.2874951078
595	0.2874101212
596	0.2872339759
597	0.2870646172
598	0.2869400767
599	0.2867277309
600	0.2866027373
601	0.2864736354
602	0.2863543839
603	0.2862217027
604	0.2860602242
605	0.2859343014
606	0.2858176708
607	0.2856495818
608	0.285524591
609	0.2853960562
610	0.2851824553
611	0.2850479125
612	0.2850024631
613	0.2848356734
614	0.2847201975
615	0.2845226019
616	0.2844563329
617	0.2843296746
618	0.2841820245
619	0.2840067896
620	0.2838324786
621	0.2836789205
622	0.2835636917
623	0.2834140507
624	0.2832286483
625	0.2830795771
626	0.2829541027
627	0.2828967483
628	0.2827729805
629	0.2826439843
630	0.282484559
631	0.2823300289
632	0.2822118158
633	0.2820709417
634	0.2820276771
635	0.2819113991
636	0.2817945175
637	0.2815998606
638	0.281493558
639	0.2813971798
640	0.2812849465
641	0.2811661378
642	0.2810029525
643	0.2808658954
644	0.2807496434
645	0.2805748253
646	0.2804054946
647	0.2802244438
648	0.2801026278
649	0.2799412921
650	0.2798515379
651	0.2797463064
652	0.2796337691
653	0.2795503641
654	0.2793238656
655	0.2791965741
656	0.2790925563
657	0.2789414882
658	0.2789002877
659	0.2788030204
660	0.2786831845
661	0.278514582
662	0.2783806874
663	0.2782429926
664	0.2780993765
665	0.2779644555
666	0.2777359584
667	0.2775718339
668	0.277429777
669	0.2772794594
670	0.2770854448
671	0.2769736524
672	0.2766581345
673	0.2765062593
674	0.2763145802
675	0.2762783362
676	0.2760965474
677	0.2760209974
678	0.2758209127
679	0.2756121236
680	0.2754709919
681	0.2753519555
682	0.2752028663
683	0.2750711901
684	0.27495791
685	0.274925467
686	0.2748072433
687	0.2746848988
688	0.2744211127
689	0.2742323814
690	0.2741029912
691	0.2739053949
692	0.2737860276
693	0.2736213867
694	0.2734806702
695	0.2733306411
696	0.273198522
697	0.2731421424
698	0.2730343752
699	0.2728772125
700	0.2727701613
701	0.2726700764
702	0.272516235
703	0.2723508001
704	0.2721493746
705	0.2720111678
706	0.2719082424
707	0.2717598876
708	0.2715344435
709	0.2714098854
710	0.2712545219
711	0.2712003631
712	0.2710993195
713	0.2709297942
714	0.2707862901
715	0.2706489085
716	0.2705405844
717	0.2704456894
718	0.2701969819
719	0.2701379782
720	0.2700341089
721	0.2698301928
722	0.2696676913
723	0.2695476518
724	0.2694381225
725	0.2692844769
726	0.2691612029
727	0.2691099585
728	0.2690167471
729	0.2689336662
730	0.2688047795
731	0.2686524585
732	0.2685711487
733	0.2684560963
734	0.268310173
735	0.26821134
736	0.2680772473
737	0.2679352557
738	0.2676822307
739	0.2675831323
740	0.2674756315
741	0.2673868193
742	0.2672872098
743	0.2671384693
744	0.2670184379
745	0.266873706
746	0.2666687467
747	0.2665504471
748	0.2664593603
749	0.2662421238
750	0.2661170111
751	0.265994183
752	0.2658623349
753	0.2657053523
754	0.2655645822
755	0.2653621713
756	0.2651985265
757	0.2649937617
758	0.2648610554
759	0.2647405065
760	0.2646575551
761	0.2644978489
762	0.2644282431
763	0.2643160529
764	0.2641936853
765	0.2640890473
766	0.2639317259
767	0.2638371205
768	0.2637848812
769	0.263681947
770	0.2635719867
771	0.2634690854
772	0.2633692812
773	0.2632002959
774	0.2630807457
775	0.26294671
776	0.2628039078
777	0.2626863439
778	0.2626060874
779	0.2625292037
780	0.2624528678
781	0.2622716293
782	0.2621678975
783	0.2620328557
784	0.2618876497
785	0.261746873
786	0.2616761627
787	0.2615346409
788	0.261280826
789	0.2612506427
790	0.2611734435
791	0.2610243219
792	0.2608341476
793	0.2607852194
794	0.2606712416
795	0.2606438573
796	0.2605537022
797	0.2604109137
798	0.260222598
799	0.2600849967
