"site_id","region","land_cover","ndvi","elevation_m","temp_c","shrub_cover_pct","soil_moisture","forage_quality","cover_quality","riparian_present","riparian_quality","riparian_width_m","canopy_present","canopy_quality","canopy_height_m","density"
"S0097","R28","Shrubland",0.371061525300828,898,14.9,11.2208715200513,35.3771090340917,"Excellent","Fair",TRUE,"Poor",5,TRUE,"Poor",20,3.62
"S0098","R35","Shrubland",0.369537549136341,873,17.3,14.2415920126744,53.2188547234137,"Fair","Good",FALSE,NA,NA,TRUE,"Poor",14,5.45
"S0099","R34","Grassland",0.544337684794254,870,11.9,21.9383857381543,23.9085752567635,"Fair","Excellent",TRUE,"Fair",21,TRUE,"Fair",11,10.17
"S0100","R34","Grassland",0.458774312447112,794,20,1.50808934899304,32.0816505675604,"Good","Poor",FALSE,NA,NA,FALSE,NA,NA,1.84
"S0101","R13","Shrubland",0.333142888220024,742,17.9,27.2852552378932,35.2151443575459,"Fair","Poor",FALSE,NA,NA,TRUE,"Excellent",19,7.77
"S0102","R10","Shrubland",0.334083214027092,1206,8.3,12.9866430170964,17.6953331477094,"Poor","Good",FALSE,NA,NA,TRUE,"Excellent",11,1.08
"S0103","R29","Cropland",0.546204288347564,1077,15.5,21.1716047255485,10.8356095777346,"Poor","Fair",FALSE,NA,NA,FALSE,NA,NA,1.23
"S0104","R24","Cropland",0.337146811682732,927,17,59.4520227683547,24.896211138547,"Poor",NA,FALSE,NA,NA,TRUE,"Poor",11,3.38
"S0105","R14","Wetland",0.652525914450464,928,18.6,36.086947214043,53.756560808242,"Fair","Good",TRUE,"Good",5,TRUE,"Poor",22,195.73
"S0106","R30","Shrubland",0.694097386497252,946,15.2,54.6185832410911,24.6593709378472,"Fair","Poor",FALSE,NA,NA,FALSE,NA,NA,5.39
"S0107","R38","Grassland",0.318960625365573,1269,10.6,34.0813247391666,30.9786414706552,"Fair","Poor",FALSE,NA,NA,FALSE,NA,NA,1.36
"S0108","R19","Shrubland",0.237504363958738,828,14.6,20.2216754850378,39.8604075163389,"Poor","Fair",TRUE,"Fair",2,TRUE,"Poor",22,1.69
"S0109","R32","Wetland",0.170715867132873,669,22.3,37.6219843823149,NA,"Poor","Good",TRUE,"Good",10,TRUE,"Excellent",7,2.49
"S0110","R21","Woodland",0.617013491870984,915,10.9,29.9601542014704,38.8396084029902,"Fair","Fair",FALSE,NA,NA,TRUE,"Excellent",19,5.05
"S0111","R02","Cropland",0.337180284991207,1013,11,46.8610301354228,23.4609082297429,"Excellent","Good",FALSE,NA,NA,FALSE,NA,NA,2.57
"S0112","R04","Cropland",0.652419286315179,926,13.4,20.0680329183096,35.4273595023351,"Good","Poor",FALSE,NA,NA,FALSE,NA,NA,4.25
"S0113","R31","Wetland",0.468439008383141,817,5.5,40.652982051823,NA,"Poor","Fair",TRUE,"Excellent",10,TRUE,"Poor",11,6.82
"S0114","R34","Grassland",0.299199999683119,1072,9.9,18.1208024179051,38.6517393409005,"Excellent","Fair",FALSE,NA,NA,TRUE,"Poor",13,4.23
"S0115","R06","Grassland",0.36857904809031,1204,8.1,44.5249953695182,21.0293796292529,"Good","Fair",TRUE,"Poor",18,TRUE,"Poor",18,2.95
"S0116","R23","Cropland",0.507075933223765,911,19.5,28.9425104173025,NA,"Good","Fair",TRUE,"Fair",22,FALSE,NA,NA,9.23
"S0117","R17","Wetland",0.802542855846613,1273,18.9,54.9007167739929,36.3890057685741,"Fair","Poor",FALSE,NA,NA,TRUE,"Fair",15,23.68
"S0118","R29","Cropland",0.555904850166564,618,10.5,33.6161294567626,25.3105644158,"Excellent","Fair",TRUE,"Good",17,TRUE,"Fair",5,22.23
"S0119","R04","Cropland",0.259210745816795,740,17,43.6227937300498,42.3475716123304,"Fair","Poor",TRUE,"Poor",26,TRUE,"Poor",17,5.07
"S0120","R36","Woodland",NA,1126,13.6,57.5490127033563,26.7412404913196,"Good","Fair",FALSE,NA,NA,FALSE,NA,NA,5.01
"S0121","R24","Cropland",0.320621373308193,786,15.3,47.0892523418304,NA,"Poor","Fair",FALSE,NA,NA,FALSE,NA,NA,6.33
"S0122","R35","Shrubland",0.339339857242008,1131,21.1,37.7655824457454,13.9194227643947,"Fair","Good",TRUE,"Good",18,FALSE,NA,NA,1.18
"S0123","R11","Cropland",0.611928003752558,768,7.1,13.5369224432192,22.2430730545826,"Poor","Good",FALSE,NA,NA,FALSE,NA,NA,3.51
"S0124","R22","Cropland",0.43446703411067,1145,13.8,42.7644250640973,35.2029508121498,"Poor","Poor",FALSE,NA,NA,FALSE,NA,NA,1.4
"S0125","R06","Grassland",0.661605109686125,824,16.4,9.87615798006993,NA,"Excellent","Fair",FALSE,NA,NA,FALSE,NA,NA,7.38
"S0126","R22","Cropland",0.536418071151791,893,7.1,52.1383273906746,33.3670191642519,"Excellent","Fair",FALSE,NA,NA,TRUE,"Poor",18,16.04
"S0127","R38","Grassland",0.507532636855536,971,15.3,23.8183110207742,NA,"Good","Poor",TRUE,"Fair",8,TRUE,"Good",15,13.76
"S0128","R33",NA,0.748055577067507,651,18.6,39.7435790901806,38.3426530483167,"Poor","Fair",FALSE,NA,NA,TRUE,"Poor",9,15.19
"S0129","R29","Cropland",0.420148169424851,892,14.3,18.0216760737953,13.3054721312294,"Excellent","Fair",FALSE,NA,NA,FALSE,NA,NA,1.18
"S0130","R04","Cropland",0.549231780754252,904,15.3,37.3970052531818,47.962152570991,"Excellent","Excellent",FALSE,NA,NA,FALSE,NA,NA,12.92
"S0131","R19","Shrubland",1,1148,15.1,35.8731140011407,24.6859512158548,"Fair","Excellent",FALSE,NA,NA,TRUE,"Fair",24,11.64
"S0132","R03","Cropland",0.446680168547017,690,15.9,33.1306458406447,36.030221011408,"Fair","Poor",TRUE,"Excellent",4,TRUE,"Fair",7,9.73
"S0133","R05","Grassland",0.768180980987839,1156,17.5,26.7024506700395,25.4239073594462,"Poor","Excellent",TRUE,"Fair",11,FALSE,NA,NA,19.29
"S0134","R06","Grassland",0.262180259890994,881,14.4,8.94237225115159,39.3379024648187,"Fair","Good",TRUE,"Good",5,FALSE,NA,NA,1.01
"S0135","R19","Shrubland",0.541287717930966,826,7.1,82.1357822790144,26.2208022696714,"Fair","Excellent",FALSE,NA,NA,TRUE,"Poor",19,10.37
"S0136","R15","Shrubland",0.417918041432456,1085,21,14.6574461066146,NA,"Poor","Fair",FALSE,NA,NA,FALSE,NA,NA,1.34
"S0137","R10","Shrubland",0.271607361633421,961,11.9,NA,37.731864219924,"Good","Fair",FALSE,NA,NA,FALSE,NA,NA,2.72
"S0138","R06","Grassland",0.407214113727803,1077,13,19.0490113775581,51.5907696858205,"Good","Excellent",FALSE,NA,NA,TRUE,"Good",19,20.62
"S0139","R36","Woodland",0.848803403684649,1224,13.2,11.8145607249257,26.2854013792135,"Poor",NA,FALSE,NA,NA,TRUE,"Fair",19,6.69
"S0140","R18","Wetland",0.471172045066753,889,15.9,NA,38.8306178419222,"Fair","Poor",FALSE,NA,NA,TRUE,"Poor",12,14.27
"S0141","R32","Wetland",0.415240467560274,550,14.5,26.2257102272629,21.0463551698137,"Poor","Excellent",TRUE,"Good",11,TRUE,"Good",10,7.32
"S0142","R16","Cropland",0.658038667642987,798,16.6,32.2309605827723,37.6328675876391,"Good","Fair",FALSE,NA,NA,TRUE,"Excellent",25,18.85
"S0143","R18","Wetland",0.395810917276743,857,13.1,69.6168960443289,24.4976023895491,"Fair","Fair",FALSE,NA,NA,FALSE,NA,NA,8.15
"S0144","R36","Woodland",0.535412173334813,916,NA,48.1924913842103,39.4428502232987,"Fair","Poor",FALSE,NA,NA,TRUE,"Good",10,7.33
"S0145","R30","Shrubland",NA,589,16.1,40.872722036968,36.7613140186557,"Poor","Fair",TRUE,"Excellent",10,TRUE,"Excellent",15,19.42
"S0146","R19","Shrubland",0.437146922914445,758,NA,26.0551730929928,40.9642108769315,"Poor","Good",TRUE,"Good",18,FALSE,NA,NA,8.16
"S0147","R06","Grassland",0.443563865479605,806,12.8,30.414129542602,26.8130886826254,"Poor","Fair",TRUE,"Good",21,TRUE,"Excellent",25,5.91
"S0148","R29","Cropland",0.749788862635625,856,16.1,30.440173631723,28.0841166426257,"Excellent","Fair",TRUE,"Poor",21,TRUE,"Good",25,74.36
"S0149","R01","Shrubland",0.475951911889519,773,16.8,27.9023144741688,NA,"Fair","Fair",FALSE,NA,NA,TRUE,"Fair",18,4.24
"S0150","R37","Grassland",0.826266708924887,798,14.9,60.9448688316432,21.3654956594899,"Poor","Fair",FALSE,NA,NA,TRUE,"Good",10,16.31
"S0151","R06","Grassland",0.46952711333947,1253,14,34.7784744480256,19.9873836156096,"Poor","Good",TRUE,"Fair",18,TRUE,"Fair",14,4.11
"S0152","R04","Cropland",0.462817571578945,864,19.3,21.1652626306919,19.4784080459561,"Good","Fair",FALSE,NA,NA,TRUE,"Fair",10,3.43
"S0153","R30","Shrubland",0.408217473474275,641,16.1,NA,40.3258330586852,"Poor","Poor",FALSE,NA,NA,TRUE,"Fair",17,8.37
"S0154","R02","Cropland",0.0670985567557444,686,4.1,37.2458209618165,13.6527795976129,"Fair","Fair",TRUE,"Poor",21,FALSE,NA,NA,0.31
"S0155","R14","Wetland",0.21506447233344,905,14.3,1.74463054392188,20.4688126655529,"Excellent","Fair",TRUE,"Good",27,TRUE,"Excellent",7,1.28
"S0156","R40","Woodland",0.485570212494605,1273,13.3,18.4289515264026,26.5638613787444,"Good","Poor",FALSE,NA,NA,TRUE,"Excellent",17,1.92
"S0157","R10","Shrubland",0.389109955265757,1022,15.8,24.6931921359246,37.6585109379127,"Fair","Poor",TRUE,"Fair",15,FALSE,NA,NA,2.49
"S0158","R26","Cropland",0.734278367607006,644,16.5,NA,11.7787297996023,"Good","Good",FALSE,NA,NA,TRUE,"Excellent",14,11.11
"S0159","R07","Woodland",0.550223322297035,889,16.6,20.8357305928359,38.4974900743539,"Excellent","Poor",TRUE,"Good",14,TRUE,"Fair",8,12.3
"S0160","R23","Cropland",0.424647442359272,745,17.9,34.5368795153,28.0872565083899,"Fair","Fair",FALSE,NA,NA,TRUE,"Poor",21,4.67
"S0161","R08","Shrubland",0.65514774259338,671,10.6,16.2536814758323,32.8575642243748,"Fair","Good",TRUE,"Poor",17,FALSE,NA,NA,18.79
"S0162","R26","Cropland",0.391569845250034,918,8.7,55.693197544585,24.0311122898423,"Good","Poor",FALSE,NA,NA,TRUE,"Good",14,4.86
"S0163","R15","Shrubland",0.525314692750204,1388,14.4,33.0119747530306,NA,"Excellent","Good",FALSE,NA,NA,TRUE,"Fair",6,3.88
"S0164","R15","Shrubland",0.596330180977698,1183,13.8,33.2401589401741,35.9337778995713,"Fair",NA,FALSE,NA,NA,FALSE,NA,NA,4.32
"S0165","R08","Shrubland",0.506247362791791,621,17.9,16.1957340183587,NA,"Fair","Excellent",FALSE,NA,NA,TRUE,"Excellent",13,12.49
"S0166","R28","Shrubland",0.465414477686385,980,20,29.0120122745323,25.9141258756946,"Good","Fair",FALSE,NA,NA,TRUE,"Good",8,3.57
"S0167","R24","Cropland",0.459410049372327,1022,14.5,49.9502297612972,16.6555674588542,"Poor","Poor",TRUE,"Excellent",12,TRUE,"Fair",13,1.98
"S0168","R08","Shrubland",0.443194723864682,1081,8,20.3174991954392,39.3324467943016,"Fair","Good",FALSE,NA,NA,TRUE,"Good",12,2.93
"S0169","R16","Cropland",0.719926049032727,988,20.4,26.277665504617,32.7589831919518,"Fair","Fair",FALSE,NA,NA,TRUE,"Poor",5,5.6
"S0170","R01","Shrubland",0.502090088587956,1203,16.7,29.9719152078016,7.4577529254066,"Poor","Good",TRUE,"Poor",10,FALSE,NA,NA,1.56
"S0171","R05","Grassland",0.362127996857318,646,14.3,0,12.3553587799112,"Fair","Poor",FALSE,NA,NA,FALSE,NA,NA,1.35
"S0172","R21","Woodland",0.420382743955298,1060,17.8,35.5304389751711,21.5486600800526,"Excellent","Fair",FALSE,NA,NA,FALSE,NA,NA,1.07
"S0173","R01","Shrubland",0.347290950278271,831,15.1,0,29.7315265441899,"Good","Good",FALSE,NA,NA,FALSE,NA,NA,2.69
"S0174","R22","Cropland",0.565339098987333,798,24.5,64.5197318028513,12.6882665438145,"Poor","Fair",FALSE,NA,NA,TRUE,"Poor",13,5.62
"S0175","R03","Cropland",0.456243089560604,1116,12.7,33.5984705554349,31.743177455457,NA,"Poor",TRUE,"Good",5,TRUE,"Excellent",5,19.27
"S0176","R35","Shrubland",0.54288560256235,1323,15.4,26.2632375600274,31.6329204025799,"Good","Fair",FALSE,NA,NA,TRUE,"Poor",11,7.18
"S0177","R02","Cropland",0.546162805276424,980,10.5,30.7965711133022,38.6759191949332,"Poor","Poor",FALSE,NA,NA,FALSE,NA,NA,2.89
