"animal_id","site","sex","event","condition","body_mass","chest_girth","kidney_fat","odba","activity_hr","rest_bouts","cortisol"
16,4,"F",2,"good",45.5665375795927,70.3718133067612,2.74711961323805,2.41055671369969,12.2709693906723,10.8891657397296,15.1248529172221
16,4,"F",3,"good",44.8355575206469,72.238751828515,3.1641786678917,2.54548978224833,11.7391025071838,11.3468435325592,13.8531647624103
17,5,"M",1,"good",46.4532473892912,71.9338760121427,1.68926629565453,2.23968683579229,10.9604111163734,11.557197337551,16.1603600139309
17,5,"M",2,"good",45.8349064080079,73.6432323945838,4.01594281471583,2.06836273674707,10.3718095993817,11.0216408999481,15.0454171413537
17,5,"F",3,"good",43.9832418527304,70.2743983041524,2.19122601002555,2.34900686492113,9.19642545485005,11.8024728966168,14.7260968859804
17,5,"M",4,"good",42.3109954747919,70.5419678379591,NA,1.9475093083278,9.20318624363992,11.9139747820115,20.563458453339
17,5,"F",5,"good",44.6403591686182,71.5281395320977,2.48296881760261,2.0865040075451,8.13207754944969,11.6100058433366,15.9680280144049
17,5,"F",6,"good",45.8349657391894,68.0207659071836,2.04276825059611,2.13837328719213,10.0745865069308,12.2111042516815,NA
18,6,"F",1,"good",53.2398893495929,70.5841547504418,3.21541761036433,2.14731451791108,8.86526148098373,12.387168301742,18.950119540012
18,6,"F",2,"good",46.6881166090542,75.0816057006004,3.76001690306694,1.78329679416256,10.4581711327188,11.0317679712813,20.4316959383046
18,6,"M",3,"good",43.9371221872671,72.5671521163098,3.3648826749792,2.15309705861343,9.84153240448389,10.388804922542,14.9988653883079
19,7,"F",1,"good",63.7778239298184,81.9500012133696,5.5890934902143,2.00641395909256,10.3723285120901,12.61456859332,17.5763615307409
19,7,"M",2,"good",61.7920004256573,80.2867114017004,7.77753221720413,2.11649515091722,7.67298843995052,NA,14.8072025524514
19,7,"F",3,"good",57.1757896328539,79.4120877238007,7.50150519841897,2.08609702392648,9.21524895386677,12.0227286466089,15.3095668143699
19,7,"M",4,"good",62.5595282713822,82.336740626738,8.03902126586043,1.86668532783427,9.22148883655166,11.4191033496093,18.689573795318
19,7,"F",5,"good",58.0658283162459,82.3187824404068,8.09689809053214,1.65706326551533,10.1315147941951,9.93210752777754,17.6363934045489
20,8,"F",1,"good",60.5797708473522,79.7147909595029,7.69755717117836,2.42599815724268,13.3054451133412,8.84311778124383,11.4428343723053
20,8,"M",2,"good",59.7216979735097,80.2713958122153,6.00014369847697,NA,12.9822574090227,8.15053144446236,NA
20,8,"M",3,"good",54.5684770676177,79.2897530383953,6.78607374982468,2.60962209129469,11.8410471115019,7.58712546539482,6.23291065099933
20,8,"F",4,"good",59.566039167757,79.8573087198616,7.3262164188614,2.6540913402609,13.1822216125597,6.86273159732249,12.6873001418463
20,8,"M",5,"good",58.0138835323372,83.1617917938839,6.66267812618974,2.56855046645615,12.4281393952157,8.05032523808528,11.5720756439958
20,8,"F",6,"good",55.2627469923572,79.0416553082134,6.44144113629515,2.5641143581993,11.5906176771217,8.88248375768076,13.4886453192707
20,8,"F",7,"good",59.7578441774899,79.7269851735074,6.44745957607344,2.50075865044549,12.066671802385,9.12348469521525,13.6245160481769
20,8,"F",8,"good",59.9571568871867,82.7240369573707,5.69267145751884,2.95018504292212,14.5051530942585,8.46366660810325,7.03468043117029
21,9,"F",1,"good",53.7906297179968,76.1611371632049,5.12856473163631,2.5600486603577,11.7522548634626,10.8086319612803,12.0703237599984
21,9,"M",2,"good",54.0736275390854,78.2355649688077,5.01248594336684,2.50591157058563,13.9164907184439,9.5948701139281,11.7539081943204
21,9,"M",3,"good",55.6282535094351,76.3635615930735,6.28176907061587,2.57536445676555,12.9628267444575,8.28827046027943,NA
21,9,"F",4,"good",54.1192163484289,74.1158791068749,4.64143675565581,2.70467749790731,12.059247449139,10.5755213335176,9.80943613739131
21,9,"M",5,"good",54.7743606565016,77.6738659645197,4.79949306510349,2.46589950196518,12.3577519631414,9.08602648702779,15.2034845813769
22,10,"M",1,"good",43.1086973062589,69.7083258961036,2.13350963536861,1.42260561483932,7.4069500328105,10.3680038040039,21.6013668137452
22,10,"M",2,"good",46.4647947795693,70.4426859555191,4.41647962736832,NA,7.78537223980763,12.2853721732225,20.8480190922019
22,10,"M",3,"good",46.1976837738377,70.2825394457199,3.36387689756061,1.47854449654163,9.63904231516985,12.8045103899919,17.4353214386559
22,10,"M",4,"good",42.4221616506664,67.3114858043906,2.80365075213743,1.47316979046186,7.74058445756712,12.5021718902634,15.846775686073
22,10,"F",5,"good",45.9642134999898,68.7363148842625,2.78684086664473,1.60764974892542,7.99234844678286,12.3105902856268,20.115095671783
23,11,"M",1,"good",51.0818072556212,74.4178121012915,4.02902254258325,2.31229070633848,11.4892984265993,10.5574374514377,12.4815592771052
23,11,"F",2,"good",55.471185555761,75.7491314205342,5.72512572824203,2.51688618457529,12.9307655452429,9.44800007494614,15.6334696569571
23,11,"F",3,"good",48.6117615285427,76.7990049157567,4.99886772576063,NA,9.86557070266761,11.6080429951295,17.4583244557389
23,11,"F",4,"good",52.4210115546609,73.7557319494243,3.62421117667273,2.32435411643592,10.985026397326,11.1923493936207,20.1822063649016
24,12,"F",1,"good",42.2211524420444,67.1277031880923,2.3897431273883,2.5225207621921,11.7572497554371,9.96204170510916,11.4286638114651
24,12,"F",2,"good",43.311531244801,68.3705485403767,2.3344176668866,2.23468134563639,9.88031530233324,9.94945794888569,14.2674605488533
24,12,"F",3,"good",42.9336805067396,68.508025602113,2.17538027497624,2.03936833349881,11.3396878900655,9.84612748601151,18.2991708131263
24,12,"M",4,"good",43.8716867960384,70.4011731000617,3.44535017115314,NA,11.4597166288406,7.95157022780383,20.3637160120113
24,12,"M",5,"good",45.2489662291843,67.5322311802632,2.91121013554805,2.64935723847225,13.2866515952924,9.59434899001606,17.5207804362915
24,12,"M",6,"good",44.8079826037252,69.7931151752104,2.73170027588286,2.27188493788528,10.8957004123877,11.3777565054156,12.0673394702382
24,12,"M",7,"good",47.3823145950302,70.6829392001685,NA,2.50064982464635,12.958576943534,11.3366433713937,19.7934365455842
25,1,"M",1,"good",46.1251275656183,69.8957312631691,3.26863285678079,2.10051575261046,12.1840000867133,12.403360085358,21.1925972355846
25,1,"M",2,"good",45.8278134534647,71.2692736299191,4.14385140055025,2.22171842282237,10.4283654761623,13.0643143639474,17.538874404544
25,1,"M",3,"good",46.0538663766333,70.6700214536736,5.12685109960709,2.22185727665087,10.4746746559122,11.5152810173385,20.7606552842605
25,1,"M",4,"good",47.4546858869688,71.2082697936035,4.67090612677237,2.18064320854925,10.5191912953589,12.9418184685506,18.7297841980073
25,1,"F",5,"good",45.2280414276776,68.4109533053849,3.73939084965551,2.09283835042908,12.508272993598,12.769598012518,18.1667920628593
25,1,"F",6,"good",45.5943386274077,68.9690132897501,4.08015147485195,2.47288607712434,11.5432525624467,11.2909375776318,18.2826510421509
25,1,"M",7,"good",45.2651757528873,73.3360416204292,2.99843730008887,2.28942359886215,11.0773591799709,11.3947414959636,14.662826860449
26,2,"M",1,"good",54.1895418219158,77.9905603940958,5.38977784969991,2.96615765702557,13.4643455297745,8.05641373159259,15.9282892815455
26,2,"M",2,"good",55.0601388936232,78.1029467967141,5.68383792191474,2.59051824467056,13.2048543735417,9.46855771177402,11.9881319846858
26,2,"M",3,"good",54.7094393114093,80.6766885968167,6.05952526666108,2.65347932725757,13.4158735106978,11.3983774617611,12.128203732772
27,3,"M",1,"good",50.7994244440839,75.1637365539806,5.31326187864298,1.78430823560339,10.417862595973,10.7466392175823,13.6367034967186
27,3,"M",2,"good",48.186786933222,70.8939738546203,3.41531281388737,1.79255162754754,10.1717328843891,9.60427899198118,21.3719122086272
27,3,"M",3,"good",46.7833132653673,71.2749148698058,3.35402905033968,1.76510572948832,10.463994553511,12.4490426953961,18.3428191621299
27,3,"F",4,"good",48.2586679512081,72.5045986566192,4.4292799007281,1.88386332399054,9.97465244406593,12.0202506671876,21.3482643178256
27,3,"M",5,"good",47.6375974761068,71.0609332729525,4.14525248306803,2.01719404569417,9.38168882901332,12.871596012117,19.1972063907839
28,4,"M",1,"good",54.5594218636533,77.9468685093568,4.94662117710626,NA,15.9643625522077,8.36955319126466,7.25317075592411
28,4,"F",2,"good",56.1693180099135,77.6078233033932,4.56240695024479,3.59010077370434,16.5780468924134,6.27103791680194,10.4200968331998
28,4,"M",3,"good",56.8533995741802,76.1915025721845,5.4161301923412,3.30103980695419,15.652413548011,6.3421778545399,7.14735042837555
29,5,"M",1,"good",47.0568647485566,72.5364826238269,4.19451882111748,2.02381634357872,8.73842362059578,13.208882516958,17.8976265066779
29,5,"M",2,"good",47.2616611200027,71.4058357437397,2.29030732889439,1.64246011902319,9.26870307407819,14.4998910838348,23.5885835970069
29,5,"F",3,"good",43.9264683105382,72.6437495993269,4.65240043972462,2.02520485661232,10.2231347672733,12.6952283086929,21.632349730178
29,5,"M",4,"good",49.0371463694161,71.1730090890853,2.38613207021429,1.59698578736809,12.2423945339528,12.2789571772782,14.1927190576444
29,5,"F",5,"good",48.2279141275626,71.5530137833548,1.58094296324521,1.68057119912164,9.81848031618976,12.2004799436278,16.7187980331849
30,6,"F",1,"good",45.3017859548932,71.1721858632563,3.45703005897106,0.965694260014324,6.72147582291393,13.7728452558449,26.8361738347667
31,7,"M",1,"fair",45.6315857587827,71.615723834615,2.61999243244346,2.01369962643024,8.93009981310614,13.6075831370348,19.0624948385891
32,8,"F",1,"good",55.5119660985162,76.9673793511497,5.81813335761548,1.99524267483245,11.1112507364379,NA,11.4396793712862
32,8,"M",2,"good",53.9425895751534,80.3243925507425,4.65546050645279,2.10659473553024,12.8420294290426,12.3434485995452,12.9603138900959
32,8,"F",3,"good",55.2988212318331,75.5495481455249,4.56777085548538,2.08508576884131,10.3952405106735,10.7439465311405,15.6141230524019
32,8,"F",4,"good",53.9628507573785,78.1887485354428,6.4364040850562,2.18492270539287,11.4224585248795,12.0163805456069,11.3881113948478
33,9,"M",1,"fair",44.3374213707953,66.6693176776988,2.88406238991461,1.66252155308456,8.02000179537853,12.2193500663514,16.3921003927029
33,9,"F",2,"fair",47.1928049794908,70.6548183806673,4.53675438801578,1.29427654158844,9.21036166217832,12.9577059643069,23.1633863011356
33,9,"M",3,"fair",43.7979969327881,69.74596416681,3.25961883881358,1.46593608648552,7.41955874475142,12.3128994448073,25.4281612003611
33,9,"M",4,"fair",43.2400722529676,65.485661343631,2.32640609752382,NA,7.11465787633958,12.7118376286562,24.2260710628576
33,9,"M",5,"fair",44.5074711423009,72.7585383230579,2.97357924028046,1.83263761612234,9.40484016206675,10.8032296435924,27.0696254923736
34,10,"M",1,"good",47.4473854976874,75.1379974663547,4.54383516982381,2.01429743553288,10.0368105054186,10.8849067767533,22.0496547116865
34,10,"M",2,"good",48.7723852759879,73.5714262012196,3.02839965488006,2.39044790447997,10.6015030996526,10.8972216461442,18.5481807412042
34,10,"F",3,"good",47.3797212373555,72.1809383325116,6.06959611572363,1.84103230272795,9.47500438663133,11.3108748681863,20.4422220847276
34,10,"M",4,"good",48.8409364900131,74.6052400173267,3.30159849612556,2.14505366846418,10.2922485691188,11.4838637856088,17.3570648464852
35,11,"F",1,"good",54.581476363219,77.2425241382516,5.81458049175141,2.5621362008586,12.9571450294327,11.1894545494205,20.4410194035074
35,11,"M",2,"good",55.9613887885705,74.9789822561441,6.69290899148398,2.25831565580626,11.1979675585857,10.0745250502101,14.0022489129368
35,11,"M",3,"good",59.9259682219509,79.0136432767776,6.87344596280064,2.70302786876501,11.7379592376398,9.97376412659944,19.5700953266193
36,12,"F",1,"good",46.6474788305723,73.7432758449718,4.13061718842281,3.03856528856821,12.8898948028712,7.43891486248135,6.52338884948117
36,12,"M",2,"good",50.6245482301625,73.838296525109,4.6518611817599,2.81671606736598,14.1642156341036,5.65317946234143,11.5720973154129
37,1,"F",1,"good",49.8742916980247,68.3823540064962,2.66002237244741,3.00981532748899,14.2619374042926,9.06894485417739,14.5063153381613
37,1,"M",2,"good",46.4321567113335,69.1431378600175,3.68849369719951,2.93382190828548,12.2909399868168,8.10106522925541,17.153994442008
37,1,"F",3,"good",45.7196030298433,69.1850514909101,3.17594690422672,2.73818566992688,12.9152951034495,NA,12.5745106838322
38,2,"M",1,"good",53.9955368113699,77.511153316487,6.025484073835,3.35140264174073,15.5531814412268,10.139293583768,13.581675051781
38,2,"M",2,"good",54.7869247810787,80.0925788069121,4.93131368493241,3.18924089046788,14.7618655026849,NA,10.6582045099721
38,2,"M",3,"good",56.3396387334792,80.5659391354394,NA,3.18850831428735,15.3475591731166,6.76519180782907,NA
39,3,"M",1,"fair",45.2235040123186,70.76913318219,2.34937458309609,1.24598889020338,7.81216797369641,15.7175712440042,21.4751821347381
39,3,"M",2,"fair",41.9474481410151,67.0180271277653,4.58855874221485,1.25653804427949,6.94755124787777,14.4240973239052,23.708193143413
40,4,"F",1,"good",44.8406466233318,72.462775934225,2.40797945726319,2.27407415374133,10.3959564958621,10.1831596700932,20.3012706162293
40,4,"M",2,"good",43.2034244439705,69.184265635477,4.00836611919096,2.39633889357396,9.61191131216774,12.1349408771205,17.1041130843319
41,5,"F",1,"good",59.2212192116007,79.3299542592902,5.38856229400893,3.08326121649685,15.3559213911468,5.3155592250163,10.4200241083767
41,5,"M",2,"good",58.927435781884,81.8590004889048,6.48270937503914,3.13488427214893,14.1966637329567,10.2142436378832,11.5237597157099
41,5,"M",3,"good",61.8856360996826,80.0825316511589,5.89254343602186,3.10063381530684,15.0791004263491,6.45585011767887,NA
41,5,"M",4,"good",58.8072914749215,79.8112913947538,8.14069760536355,2.95497682841261,15.8729924840435,NA,8.00441804747713
42,6,"M",1,"fair",41.3886857525791,72.8114512053086,2.73365917564482,2.05486942397137,11.1244946899928,12.6239399369788,NA
42,6,"F",2,"fair",47.0028091710471,70.7897101843001,2.69940930784553,1.80950927066863,9.35161984493178,11.6072750364287,20.5888976691989
42,6,"F",3,"fair",45.0418704455694,71.0768074070451,4.21648620405045,2.15672699241478,11.1239864536242,11.2309006128436,18.2109027429212
43,7,"F",1,"good",50.3337696333736,74.1747416724914,4.17123784078681,NA,11.1920768375111,10.4183508121003,15.5169999108366
43,7,"M",2,"good",48.7392967065266,75.9397653108635,5.30603382611521,2.40255420735826,10.8071635584838,10.2685372320291,16.1242452707159
43,7,"M",3,"good",53.3738283830159,75.1865175593722,5.26907516055358,2.58521854311667,11.2350378880875,9.49644873553805,13.5532222283042
43,7,"M",4,"good",51.8203656254847,74.3171723112148,4.75280269046638,2.61860954969799,11.2059240300061,9.98082531683652,19.8703285629027
43,7,"M",5,"good",51.5037210119722,71.8266080884945,5.16318051118732,2.65427783362324,11.6364074625417,11.816080557878,12.2842439634946
43,7,"F",6,"good",48.4328397950094,73.1959608177567,3.35241674516604,2.15088322026412,10.2868046834609,12.0661863364316,13.1629978305732
43,7,"F",7,"good",49.9136997197703,77.4751021831667,4.06539754742892,NA,11.8579388677346,8.44290639304035,14.9495923491468
43,7,"M",8,"good",51.0880241430718,75.1347882620186,3.57011005300219,2.35110905869059,10.8955660254375,9.17207416928497,13.7090529081691
44,8,"F",1,"good",51.6373279038807,70.8033759107601,6.4734618823313,2.70003642465861,12.9866755220892,9.7919212921433,14.9309728600315
44,8,"M",2,"good",49.7745942148129,69.8467693611357,3.90990809986072,2.14574180599696,12.9237756342415,11.341316981266,13.1979768892523
44,8,"F",3,"good",52.3723381478119,71.8328648485363,3.45247933133453,2.22031496440738,12.9392617422695,9.66156442012361,11.1386159162305
44,8,"M",4,"good",50.6067070845388,71.3090360212156,NA,NA,11.8103307048048,8.94010426779465,15.5884604365045
44,8,"F",5,"good",54.2799797076275,69.2936669988787,4.37292668488149,3.21116810745705,15.012686953558,7.70472694956695,11.419586575885
45,9,"M",1,"good",50.2190496880438,77.6861017179541,5.35058468485254,NA,11.115516500352,9.20384745657356,18.119844579306
45,9,"F",2,"good",53.8513169824287,78.2828898932791,5.45642965038388,2.7163573851852,11.5535952604477,9.8762863618575,12.0812585902397
45,9,"F",3,"good",53.4021546607707,74.5957233907006,4.94429931543379,2.75268124399644,12.4192132518276,8.76087265339562,NA
45,9,"F",4,"good",51.0488934218865,74.7598695774847,5.09312806730987,2.63390046730686,11.4285308815914,11.2801199743617,16.2056080950897
45,9,"M",5,"good",49.9736286799946,71.7021500092291,NA,2.90697793837477,12.7610052304785,7.50616301031284,14.5929679918705
45,9,"F",6,"good",52.4662528416462,72.8831704620078,4.5701414928028,2.56320854925195,11.281158711908,11.7508251612665,12.1248063165676
46,10,"F",1,"good",49.123537621871,68.8905480955027,4.19015763280482,1.80856777672658,9.72483041780176,9.55997952789467,16.9838112655484
46,10,"M",2,"good",55.0717407269224,74.0001113710683,6.43203974547119,2.39312557614879,9.92986800696315,9.73202505897572,13.9708193112715
46,10,"M",3,"good",53.5892527479714,72.5136794461941,4.38334311327982,2.14193080267207,10.5941580578742,NA,NA
46,10,"M",4,"good",53.0762883926924,73.5574748189919,4.94708409190153,1.82180969670243,9.4843430266032,10.5157152188181,18.1807245088527
47,11,"F",1,"poor",43.8788925627038,71.7637991038105,4.43153968442508,1.59422130862325,5.85014968500351,12.4318521045014,19.5625007194393
47,11,"F",2,"poor",44.1990222567575,70.2885667895116,1.92947237820006,1.55881571051103,5.90456552076694,14.1455051426018,21.8419620836411
47,11,"M",3,"poor",47.5882658467768,66.4418637681364,3.13588396522241,1.1338863245493,4.87929501008642,14.6961257766572,21.3387825585106
48,12,"M",1,"good",49.3263249638887,74.5733491073398,3.16572373657105,1.85156282067038,9.9381791523043,13.1936285415088,19.5721561474151
48,12,"F",2,"good",45.849689348082,72.296889703607,1.78826568930842,1.71070294785397,9.12862280425114,11.2230862725081,23.9885437753842
48,12,"F",3,"good",46.1664509997576,72.8744942416239,3.10017915897639,2.0624337701075,10.8554602862411,12.2069378438224,14.8758352308441
48,12,"F",4,"good",47.6924074677466,70.29351064228,3.83886112974746,1.95281524017103,8.89903935628288,12.987791062396,16.4821612449117
49,1,"M",1,"good",49.4381797642037,72.3801609634977,4.08638639965853,1.33976582069549,7.13112427239928,12.9035809676038,20.7247086558385
49,1,"M",2,"good",54.5775834991433,76.3405235431675,4.42955208553203,1.62887962977228,8.48544786233846,10.5025293412405,24.1538156395613
49,1,"F",3,"good",51.2809592963673,74.3554971939024,3.89892545449774,NA,9.33883047013399,9.84529430520357,22.5471126127548
49,1,"F",4,"good",49.2794518895588,72.3367158418593,4.03878084295264,1.65015176189235,7.89538009122994,12.2088891566116,22.2120998920127
49,1,"M",5,"good",50.9674418954762,75.5965006870734,4.36079638008636,1.85014738307528,8.42989371071957,10.5652420148342,23.744010560303
50,2,"M",1,"good",48.8953487809014,69.5340671161441,3.30278601375991,0.940803102571988,6.75936016212012,11.7616745091913,23.4673415489432
50,2,"F",2,"good",48.1272837238887,71.6138765642006,2.85382745423447,0.805252652728859,6.53277473424665,15.8683863873865,22.9790352198413
50,2,"M",3,"good",45.5682006540038,70.8383926317781,3.70364182694914,1.0729568448637,6.46443660703638,13.7246066133875,22.7690895935184
51,3,"F",1,"poor",39.5490239932898,65.2962287360604,2.85031000996606,1.26388899028911,7.36012911355059,12.2715180374942,21.7373173653041
51,3,"F",2,"poor",44.1662378850574,68.5403863456839,4.41952036928726,1.09054733909913,5.11852090204678,12.2479620112581,21.1318747717236
51,3,"M",3,"poor",42.6436365138273,70.0871343915895,0.909662607764993,1.20618321261371,8.18253189762785,13.4994824469918,25.4109467969222
51,3,"F",4,"poor",40.7412598326255,67.0309469853042,0.269915576961552,1.12029481897454,6.91399563899339,13.1903774231686,23.436507966116
52,4,"M",1,"fair",44.8645476948006,69.0162899777152,2.78985689275082,NA,8.62106968702567,10.5665623425909,21.6933911836829
52,4,"M",2,"fair",45.3983241710699,72.1622631876109,3.00930091464849,1.74631418274449,8.48239236488212,10.4809790621151,18.4606898704288
52,4,"F",3,"fair",40.7066859795486,68.0731922388506,2.64977106882747,1.98206273628443,10.3939570513176,10.4643020236413,24.0076900121886
52,4,"F",4,"fair",42.7226401199333,69.9472836798805,1.34216200097597,1.72943426795198,9.67772242413871,13.5294358862899,20.65090029446
52,4,"F",5,"fair",44.1143612441712,69.7668800206111,1.87391316462265,1.91050959316788,8.14621531842835,12.3119243408106,22.4197582082078
52,4,"M",6,"fair",39.5614809330472,66.477248657243,NA,1.81406617036817,8.83430301706417,10.4748173223661,20.5509838248646
53,5,"M",1,"poor",33.4001238472859,61.3970802920629,0,0.366066885234531,4.17083330422365,16.4756136310795,30.0689387243812
53,5,"F",2,"poor",31.0831144473816,63.4620240297764,0,0.640698635992316,4.83561939321968,12.5761455942593,29.7215856393588
53,5,"F",3,"poor",32.4322552886805,57.9970230064762,0,0.674169062077376,4.63325429910105,15.6366715134616,31.5194890652976
53,5,"M",4,"poor",31.6529023060504,58.4336272161292,0,0.54054972343886,2.60077419478751,16.1497715024742,26.6813712393801
53,5,"F",5,"poor",36.1793725540653,62.4949014215488,0.907446736257142,0.771084795501249,5.75579916899997,16.1402067503427,25.120343454483
54,6,"F",1,"fair",47.0790158626867,72.0687683782544,3.68898041794918,1.59190224222703,6.61100133034907,11.9231542181798,21.5158517807669
